date,anksiyete,uykusuzluk,stres,panik atak,mide yanması,province_code,province,region7
2019-01-01,0,0,0,0,0,TR-19,Çorum,Karadeniz
2019-02-01,0,0,0,0,0,TR-19,Çorum,Karadeniz
2019-03-01,0,0,59,0,0,TR-19,Çorum,Karadeniz
2019-04-01,0,0,60,0,60,TR-19,Çorum,Karadeniz
2019-05-01,0,0,0,0,0,TR-19,Çorum,Karadeniz
2019-06-01,66,0,0,0,0,TR-19,Çorum,Karadeniz
2019-07-01,0,0,0,0,0,TR-19,Çorum,Karadeniz
2019-08-01,0,0,62,0,0,TR-19,Çorum,Karadeniz
2019-09-01,93,0,0,0,0,TR-19,Çorum,Karadeniz
2019-10-01,0,0,0,0,0,TR-19,Çorum,Karadeniz
2019-11-01,0,0,0,0,53,TR-19,Çorum,Karadeniz
2019-12-01,56,0,0,0,55,TR-19,Çorum,Karadeniz
2020-01-01,0,0,0,0,0,TR-19,Çorum,Karadeniz
2020-02-01,54,0,61,0,0,TR-19,Çorum,Karadeniz
2020-03-01,0,41,42,0,0,TR-19,Çorum,Karadeniz
2020-04-01,75,0,36,0,0,TR-19,Çorum,Karadeniz
2020-05-01,42,0,0,37,42,TR-19,Çorum,Karadeniz
2020-06-01,37,0,50,0,0,TR-19,Çorum,Karadeniz
2020-07-01,0,0,54,0,0,TR-19,Çorum,Karadeniz
2020-08-01,43,0,0,0,0,TR-19,Çorum,Karadeniz
2020-09-01,58,0,50,47,0,TR-19,Çorum,Karadeniz
2020-10-01,66,39,0,46,0,TR-19,Çorum,Karadeniz
2020-11-01,53,0,0,0,0,TR-19,Çorum,Karadeniz
2020-12-01,51,0,46,0,0,TR-19,Çorum,Karadeniz
2021-01-01,71,0,52,0,59,TR-19,Çorum,Karadeniz
2021-02-01,0,0,51,53,0,TR-19,Çorum,Karadeniz
2021-03-01,48,0,55,0,0,TR-19,Çorum,Karadeniz
2021-04-01,84,0,45,42,0,TR-19,Çorum,Karadeniz
2021-05-01,45,0,51,0,0,TR-19,Çorum,Karadeniz
2021-06-01,69,0,85,0,0,TR-19,Çorum,Karadeniz
2021-07-01,70,0,0,0,0,TR-19,Çorum,Karadeniz
2021-08-01,0,0,49,0,0,TR-19,Çorum,Karadeniz
2021-09-01,100,0,0,0,0,TR-19,Çorum,Karadeniz
2021-10-01,56,0,0,0,0,TR-19,Çorum,Karadeniz
2021-11-01,46,0,49,0,0,TR-19,Çorum,Karadeniz
2021-12-01,77,0,0,44,0,TR-19,Çorum,Karadeniz
2022-01-01,49,0,52,0,0,TR-19,Çorum,Karadeniz
2022-02-01,78,0,70,0,0,TR-19,Çorum,Karadeniz
2022-03-01,45,0,65,0,28,TR-19,Çorum,Karadeniz
2022-04-01,41,0,48,0,34,TR-19,Çorum,Karadeniz
2022-05-01,53,0,42,39,0,TR-19,Çorum,Karadeniz
2022-06-01,54,0,72,70,0,TR-19,Çorum,Karadeniz
2022-07-01,87,0,43,0,0,TR-19,Çorum,Karadeniz
2022-08-01,99,0,41,0,0,TR-19,Çorum,Karadeniz
2022-09-01,66,0,36,42,0,TR-19,Çorum,Karadeniz
2022-10-01,70,0,62,43,0,TR-19,Çorum,Karadeniz
2022-11-01,79,34,44,0,0,TR-19,Çorum,Karadeniz
2022-12-01,56,0,60,41,0,TR-19,Çorum,Karadeniz
2023-01-01,57,0,51,33,35,TR-19,Çorum,Karadeniz
2023-02-01,47,0,47,61,0,TR-19,Çorum,Karadeniz
2023-03-01,70,0,44,0,37,TR-19,Çorum,Karadeniz
2023-04-01,42,0,64,0,0,TR-19,Çorum,Karadeniz
2023-05-01,50,0,57,28,0,TR-19,Çorum,Karadeniz
2023-06-01,80,0,56,42,0,TR-19,Çorum,Karadeniz
2023-07-01,71,0,54,36,0,TR-19,Çorum,Karadeniz
2023-08-01,74,0,47,43,31,TR-19,Çorum,Karadeniz
2023-09-01,45,0,39,0,0,TR-19,Çorum,Karadeniz
2023-10-01,58,0,44,0,0,TR-19,Çorum,Karadeniz
2023-11-01,53,0,46,33,37,TR-19,Çorum,Karadeniz
2023-12-01,83,0,47,0,0,TR-19,Çorum,Karadeniz
2024-01-01,60,0,55,0,0,TR-19,Çorum,Karadeniz
2024-02-01,83,0,56,66,0,TR-19,Çorum,Karadeniz
2024-03-01,0,0,46,0,0,TR-19,Çorum,Karadeniz
2024-04-01,55,0,0,0,0,TR-19,Çorum,Karadeniz
2024-05-01,0,0,47,0,0,TR-19,Çorum,Karadeniz
2024-06-01,48,0,62,0,0,TR-19,Çorum,Karadeniz
2024-07-01,59,0,0,0,0,TR-19,Çorum,Karadeniz
2024-08-01,78,0,66,0,0,TR-19,Çorum,Karadeniz
2024-09-01,53,0,59,0,0,TR-19,Çorum,Karadeniz
2024-10-01,64,0,46,0,0,TR-19,Çorum,Karadeniz
2024-11-01,0,0,0,0,54,TR-19,Çorum,Karadeniz
2024-12-01,53,0,65,0,0,TR-19,Çorum,Karadeniz
2025-01-01,46,0,48,0,54,TR-19,Çorum,Karadeniz
2025-02-01,0,0,73,0,0,TR-19,Çorum,Karadeniz
2025-03-01,0,0,0,0,0,TR-19,Çorum,Karadeniz
2025-04-01,0,0,53,0,0,TR-19,Çorum,Karadeniz
2025-05-01,0,0,0,0,0,TR-19,Çorum,Karadeniz
2025-06-01,55,0,54,0,0,TR-19,Çorum,Karadeniz
2025-07-01,0,0,0,0,0,TR-19,Çorum,Karadeniz
2025-08-01,0,0,0,0,0,TR-19,Çorum,Karadeniz
2025-09-01,0,0,0,0,0,TR-19,Çorum,Karadeniz
2025-10-01,58,0,55,0,0,TR-19,Çorum,Karadeniz
2025-11-01,17,9,22,13,8,TR-19,Çorum,Karadeniz
2018-01-01,0,0,0,0,0,TR-28,Giresun,Karadeniz
2018-02-01,0,0,0,0,0,TR-28,Giresun,Karadeniz
2018-03-01,0,0,68,0,0,TR-28,Giresun,Karadeniz
2018-04-01,0,0,0,0,0,TR-28,Giresun,Karadeniz
2018-05-01,0,0,55,0,0,TR-28,Giresun,Karadeniz
2018-06-01,58,0,0,0,0,TR-28,Giresun,Karadeniz
2018-07-01,0,0,69,0,0,TR-28,Giresun,Karadeniz
2018-08-01,0,0,0,0,0,TR-28,Giresun,Karadeniz
2018-09-01,0,0,59,0,0,TR-28,Giresun,Karadeniz
2018-10-01,0,0,75,0,0,TR-28,Giresun,Karadeniz
2018-11-01,0,0,0,0,0,TR-28,Giresun,Karadeniz
2018-12-01,55,0,0,0,0,TR-28,Giresun,Karadeniz
2019-01-01,0,0,0,0,0,TR-28,Giresun,Karadeniz
2019-02-01,0,0,0,0,0,TR-28,Giresun,Karadeniz
2019-03-01,0,0,0,0,0,TR-28,Giresun,Karadeniz
2019-04-01,0,0,0,0,0,TR-28,Giresun,Karadeniz
2019-05-01,0,0,0,0,0,TR-28,Giresun,Karadeniz
2019-06-01,0,0,0,0,0,TR-28,Giresun,Karadeniz
2019-07-01,0,0,0,0,0,TR-28,Giresun,Karadeniz
2019-08-01,57,0,59,0,0,TR-28,Giresun,Karadeniz
2019-09-01,0,0,0,0,0,TR-28,Giresun,Karadeniz
2019-10-01,61,0,0,0,0,TR-28,Giresun,Karadeniz
2019-11-01,72,0,58,0,72,TR-28,Giresun,Karadeniz
2019-12-01,53,0,0,0,0,TR-28,Giresun,Karadeniz
2020-01-01,55,0,0,0,0,TR-28,Giresun,Karadeniz
2020-02-01,56,0,0,0,0,TR-28,Giresun,Karadeniz
2020-03-01,73,0,68,64,0,TR-28,Giresun,Karadeniz
2020-04-01,73,0,45,66,0,TR-28,Giresun,Karadeniz
2020-05-01,51,0,0,0,0,TR-28,Giresun,Karadeniz
2020-06-01,55,0,65,0,48,TR-28,Giresun,Karadeniz
2020-07-01,74,0,51,0,0,TR-28,Giresun,Karadeniz
2020-08-01,83,0,0,64,0,TR-28,Giresun,Karadeniz
2020-09-01,78,0,0,0,0,TR-28,Giresun,Karadeniz
2020-10-01,70,0,0,0,0,TR-28,Giresun,Karadeniz
2020-11-01,0,0,64,0,0,TR-28,Giresun,Karadeniz
2020-12-01,46,0,0,0,0,TR-28,Giresun,Karadeniz
2021-01-01,100,0,85,0,0,TR-28,Giresun,Karadeniz
2021-02-01,76,0,0,0,0,TR-28,Giresun,Karadeniz
2021-03-01,0,0,55,45,46,TR-28,Giresun,Karadeniz
2021-04-01,55,0,57,0,0,TR-28,Giresun,Karadeniz
2021-05-01,98,0,0,0,0,TR-28,Giresun,Karadeniz
2021-06-01,58,0,73,61,0,TR-28,Giresun,Karadeniz
2021-07-01,58,0,59,0,0,TR-28,Giresun,Karadeniz
2021-08-01,0,0,60,0,0,TR-28,Giresun,Karadeniz
2021-09-01,93,0,0,0,0,TR-28,Giresun,Karadeniz
2021-10-01,74,0,0,0,0,TR-28,Giresun,Karadeniz
2021-11-01,56,0,0,0,0,TR-28,Giresun,Karadeniz
2021-12-01,0,0,0,0,0,TR-28,Giresun,Karadeniz
2022-01-01,76,0,73,49,0,TR-28,Giresun,Karadeniz
2022-02-01,58,0,71,0,0,TR-28,Giresun,Karadeniz
2022-03-01,72,0,31,31,0,TR-28,Giresun,Karadeniz
2022-04-01,0,35,39,35,0,TR-28,Giresun,Karadeniz
2022-05-01,66,0,57,0,0,TR-28,Giresun,Karadeniz
2022-06-01,75,0,68,45,0,TR-28,Giresun,Karadeniz
2022-07-01,82,0,0,44,0,TR-28,Giresun,Karadeniz
2022-08-01,77,0,48,58,0,TR-28,Giresun,Karadeniz
2022-09-01,61,0,0,41,0,TR-28,Giresun,Karadeniz
2022-10-01,50,0,43,0,37,TR-28,Giresun,Karadeniz
2022-11-01,86,0,46,37,0,TR-28,Giresun,Karadeniz
2022-12-01,77,0,0,48,43,TR-28,Giresun,Karadeniz
2023-01-01,66,0,87,0,0,TR-28,Giresun,Karadeniz
2023-02-01,59,0,38,45,0,TR-28,Giresun,Karadeniz
2023-03-01,88,35,68,33,0,TR-28,Giresun,Karadeniz
2023-04-01,87,0,63,40,40,TR-28,Giresun,Karadeniz
2023-05-01,87,30,42,55,0,TR-28,Giresun,Karadeniz
2023-06-01,62,32,48,40,0,TR-28,Giresun,Karadeniz
2023-07-01,35,0,33,0,0,TR-28,Giresun,Karadeniz
2023-08-01,34,0,58,48,31,TR-28,Giresun,Karadeniz
2023-09-01,68,0,52,37,0,TR-28,Giresun,Karadeniz
2023-10-01,71,0,40,0,0,TR-28,Giresun,Karadeniz
2023-11-01,75,0,52,64,0,TR-28,Giresun,Karadeniz
2023-12-01,54,0,42,51,0,TR-28,Giresun,Karadeniz
2024-01-01,67,0,43,0,0,TR-28,Giresun,Karadeniz
2024-02-01,85,0,58,0,0,TR-28,Giresun,Karadeniz
2024-03-01,72,0,53,0,0,TR-28,Giresun,Karadeniz
2024-04-01,48,0,49,0,0,TR-28,Giresun,Karadeniz
2024-05-01,0,0,75,0,0,TR-28,Giresun,Karadeniz
2024-06-01,56,0,75,0,0,TR-28,Giresun,Karadeniz
2024-07-01,61,0,0,0,0,TR-28,Giresun,Karadeniz
2024-08-01,0,0,50,0,0,TR-28,Giresun,Karadeniz
2024-09-01,63,0,51,0,0,TR-28,Giresun,Karadeniz
2024-10-01,77,0,50,0,0,TR-28,Giresun,Karadeniz
2024-11-01,0,0,0,0,0,TR-28,Giresun,Karadeniz
2024-12-01,59,0,0,0,0,TR-28,Giresun,Karadeniz
2025-01-01,0,0,78,0,0,TR-28,Giresun,Karadeniz
2025-02-01,83,0,79,55,0,TR-28,Giresun,Karadeniz
2025-03-01,0,0,52,0,0,TR-28,Giresun,Karadeniz
2025-04-01,75,0,0,0,59,TR-28,Giresun,Karadeniz
2025-05-01,52,0,0,0,0,TR-28,Giresun,Karadeniz
2025-06-01,0,0,0,0,0,TR-28,Giresun,Karadeniz
2025-07-01,0,0,0,0,0,TR-28,Giresun,Karadeniz
2025-08-01,72,0,0,0,0,TR-28,Giresun,Karadeniz
2025-09-01,0,0,0,0,0,TR-28,Giresun,Karadeniz
2025-10-01,61,0,0,0,0,TR-28,Giresun,Karadeniz
2025-11-01,16,64,23,14,8,TR-28,Giresun,Karadeniz
2018-01-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2018-02-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2018-03-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2018-04-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2018-05-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2018-06-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2018-07-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2018-08-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2018-09-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2018-10-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2018-11-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2018-12-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2019-01-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2019-02-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2019-03-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2019-04-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2019-05-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2019-06-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2019-07-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2019-08-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2019-09-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2019-10-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2019-11-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2019-12-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2020-01-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2020-02-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2020-03-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2020-04-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2020-05-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2020-06-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2020-07-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2020-08-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2020-09-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2020-10-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2020-11-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2020-12-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2021-01-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2021-02-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2021-03-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2021-04-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2021-05-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2021-06-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2021-07-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2021-08-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2021-09-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2021-10-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2021-11-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2021-12-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2022-01-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2022-02-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2022-03-01,0,0,0,42,0,TR-29,Gümüşhane,Karadeniz
2022-04-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2022-05-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2022-06-01,0,0,52,0,0,TR-29,Gümüşhane,Karadeniz
2022-07-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2022-08-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2022-09-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2022-10-01,51,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2022-11-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2022-12-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2023-01-01,62,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2023-02-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2023-03-01,0,0,0,54,0,TR-29,Gümüşhane,Karadeniz
2023-04-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2023-05-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2023-06-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2023-07-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2023-08-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2023-09-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2023-10-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2023-11-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2023-12-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2024-01-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2024-02-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2024-03-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2024-04-01,0,0,0,100,0,TR-29,Gümüşhane,Karadeniz
2024-05-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2024-06-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2024-07-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2024-08-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2024-09-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2024-10-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2024-11-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2024-12-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2025-01-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2025-02-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2025-03-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2025-04-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2025-05-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2025-06-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2025-07-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2025-08-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2025-09-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2025-10-01,0,0,0,0,0,TR-29,Gümüşhane,Karadeniz
2025-11-01,0,0,0,7,0,TR-29,Gümüşhane,Karadeniz
2018-01-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2018-02-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2018-03-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2018-04-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2018-05-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2018-06-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2018-07-01,69,0,0,0,0,TR-37,Kastamonu,Karadeniz
2018-08-01,0,0,65,0,0,TR-37,Kastamonu,Karadeniz
2018-09-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2018-10-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2018-11-01,68,0,0,0,0,TR-37,Kastamonu,Karadeniz
2018-12-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2019-01-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2019-02-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2019-03-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2019-04-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2019-05-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2019-06-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2019-07-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2019-08-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2019-09-01,69,0,0,70,0,TR-37,Kastamonu,Karadeniz
2019-10-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2019-11-01,0,0,62,0,63,TR-37,Kastamonu,Karadeniz
2019-12-01,69,0,0,0,0,TR-37,Kastamonu,Karadeniz
2020-01-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2020-02-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2020-03-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2020-04-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2020-05-01,0,0,52,0,0,TR-37,Kastamonu,Karadeniz
2020-06-01,0,0,50,0,0,TR-37,Kastamonu,Karadeniz
2020-07-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2020-08-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2020-09-01,0,0,0,0,82,TR-37,Kastamonu,Karadeniz
2020-10-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2020-11-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2020-12-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2021-01-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2021-02-01,0,0,100,0,0,TR-37,Kastamonu,Karadeniz
2021-03-01,59,0,59,0,0,TR-37,Kastamonu,Karadeniz
2021-04-01,66,0,0,0,52,TR-37,Kastamonu,Karadeniz
2021-05-01,88,0,0,0,0,TR-37,Kastamonu,Karadeniz
2021-06-01,83,0,69,0,0,TR-37,Kastamonu,Karadeniz
2021-07-01,61,0,0,0,0,TR-37,Kastamonu,Karadeniz
2021-08-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2021-09-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2021-10-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2021-11-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2021-12-01,64,0,0,0,0,TR-37,Kastamonu,Karadeniz
2022-01-01,98,0,45,54,0,TR-37,Kastamonu,Karadeniz
2022-02-01,49,0,42,0,0,TR-37,Kastamonu,Karadeniz
2022-03-01,41,0,60,0,0,TR-37,Kastamonu,Karadeniz
2022-04-01,47,0,44,0,0,TR-37,Kastamonu,Karadeniz
2022-05-01,63,0,54,0,49,TR-37,Kastamonu,Karadeniz
2022-06-01,50,63,77,41,0,TR-37,Kastamonu,Karadeniz
2022-07-01,67,0,58,0,0,TR-37,Kastamonu,Karadeniz
2022-08-01,65,0,0,0,0,TR-37,Kastamonu,Karadeniz
2022-09-01,54,0,46,0,0,TR-37,Kastamonu,Karadeniz
2022-10-01,69,0,57,0,0,TR-37,Kastamonu,Karadeniz
2022-11-01,70,0,38,0,44,TR-37,Kastamonu,Karadeniz
2022-12-01,55,0,51,41,35,TR-37,Kastamonu,Karadeniz
2023-01-01,0,0,58,0,0,TR-37,Kastamonu,Karadeniz
2023-02-01,62,0,59,0,0,TR-37,Kastamonu,Karadeniz
2023-03-01,39,0,62,38,0,TR-37,Kastamonu,Karadeniz
2023-04-01,59,0,43,0,0,TR-37,Kastamonu,Karadeniz
2023-05-01,62,0,82,0,0,TR-37,Kastamonu,Karadeniz
2023-06-01,71,0,79,0,0,TR-37,Kastamonu,Karadeniz
2023-07-01,54,0,37,37,0,TR-37,Kastamonu,Karadeniz
2023-08-01,60,0,49,0,0,TR-37,Kastamonu,Karadeniz
2023-09-01,61,0,49,52,0,TR-37,Kastamonu,Karadeniz
2023-10-01,54,0,62,0,39,TR-37,Kastamonu,Karadeniz
2023-11-01,62,0,0,0,0,TR-37,Kastamonu,Karadeniz
2023-12-01,66,0,66,0,0,TR-37,Kastamonu,Karadeniz
2024-01-01,0,0,39,0,0,TR-37,Kastamonu,Karadeniz
2024-02-01,0,0,88,72,0,TR-37,Kastamonu,Karadeniz
2024-03-01,75,0,0,0,0,TR-37,Kastamonu,Karadeniz
2024-04-01,0,50,0,0,59,TR-37,Kastamonu,Karadeniz
2024-05-01,0,0,51,0,0,TR-37,Kastamonu,Karadeniz
2024-06-01,53,0,0,0,0,TR-37,Kastamonu,Karadeniz
2024-07-01,0,0,51,70,0,TR-37,Kastamonu,Karadeniz
2024-08-01,85,0,0,0,0,TR-37,Kastamonu,Karadeniz
2024-09-01,57,0,62,0,0,TR-37,Kastamonu,Karadeniz
2024-10-01,59,0,0,0,0,TR-37,Kastamonu,Karadeniz
2024-11-01,66,0,0,0,0,TR-37,Kastamonu,Karadeniz
2024-12-01,0,0,64,0,0,TR-37,Kastamonu,Karadeniz
2025-01-01,0,0,59,0,0,TR-37,Kastamonu,Karadeniz
2025-02-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2025-03-01,0,0,0,0,63,TR-37,Kastamonu,Karadeniz
2025-04-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2025-05-01,0,0,58,0,0,TR-37,Kastamonu,Karadeniz
2025-06-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2025-07-01,0,0,92,0,0,TR-37,Kastamonu,Karadeniz
2025-08-01,56,0,0,0,0,TR-37,Kastamonu,Karadeniz
2025-09-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2025-10-01,0,0,0,0,0,TR-37,Kastamonu,Karadeniz
2025-11-01,18,5,20,12,9,TR-37,Kastamonu,Karadeniz
2018-01-01,49,0,64,0,0,TR-52,Ordu,Karadeniz
2018-02-01,42,0,59,44,0,TR-52,Ordu,Karadeniz
2018-03-01,64,43,82,0,0,TR-52,Ordu,Karadeniz
2018-04-01,0,0,0,0,67,TR-52,Ordu,Karadeniz
2018-05-01,40,0,45,0,0,TR-52,Ordu,Karadeniz
2018-06-01,0,0,45,0,0,TR-52,Ordu,Karadeniz
2018-07-01,0,0,45,51,0,TR-52,Ordu,Karadeniz
2018-08-01,44,0,0,0,0,TR-52,Ordu,Karadeniz
2018-09-01,0,0,52,53,0,TR-52,Ordu,Karadeniz
2018-10-01,0,0,0,46,0,TR-52,Ordu,Karadeniz
2018-11-01,0,0,50,0,0,TR-52,Ordu,Karadeniz
2018-12-01,0,0,45,0,0,TR-52,Ordu,Karadeniz
2019-01-01,0,0,49,0,0,TR-52,Ordu,Karadeniz
2019-02-01,60,0,0,0,0,TR-52,Ordu,Karadeniz
2019-03-01,0,0,49,0,0,TR-52,Ordu,Karadeniz
2019-04-01,0,0,0,0,0,TR-52,Ordu,Karadeniz
2019-05-01,0,0,0,0,0,TR-52,Ordu,Karadeniz
2019-06-01,0,0,0,0,0,TR-52,Ordu,Karadeniz
2019-07-01,0,0,51,0,0,TR-52,Ordu,Karadeniz
2019-08-01,41,0,0,0,0,TR-52,Ordu,Karadeniz
2019-09-01,53,0,0,0,0,TR-52,Ordu,Karadeniz
2019-10-01,63,0,0,0,0,TR-52,Ordu,Karadeniz
2019-11-01,79,0,0,0,0,TR-52,Ordu,Karadeniz
2019-12-01,73,0,0,43,43,TR-52,Ordu,Karadeniz
2020-01-01,37,0,42,73,0,TR-52,Ordu,Karadeniz
2020-02-01,50,0,0,0,0,TR-52,Ordu,Karadeniz
2020-03-01,0,0,44,47,0,TR-52,Ordu,Karadeniz
2020-04-01,45,0,38,53,0,TR-52,Ordu,Karadeniz
